timetweet,isitweet,favcount,retwcount,id,name
2022-03-28 08:00:01,"b'Pengesahan RUU TPKS  ditargetkan rampung pada April mendatang, dalam rangka melindungi kalangan perempuan dan anak dari kekerasan seksual.\nhttps://t.co/wNzyhUnx7X'",1,0,1508353198418890754,HukumOnline
2022-03-28 07:59:53,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508353165925961733,Fathiaaaa5
2022-03-28 07:53:43,"b'\xe2\x80\x9cAnak sesuai dengan undang-undang tentang perlindungan anak wajib dilindungi oleh siapapun, dan dilarang melakukan eksploitasi. Apakah dipaksa bekerja, atau tindak kekerasan seksual dan perdagangan orang,\xe2\x80\x9d tutur Ina Ammania.'",0,0,1508351615686045703,PDI_Perjuangan
2022-03-28 07:52:17,"b'\xe2\x80\x9cDengan adanya UU, rakyat memiliki perlindungan yg sah utk memenuhi kebutuhan &amp; kepentingan mereka. Kemudian terkait RUU Tindak Pidana Kekerasan Seksual (TPKS), .\xe2\x80\x9d \xe2\x80\x93Puan Maharani https://t.co/gEZWyRm88E'",0,0,1508351256062197764,mamangsayurr
2022-03-28 07:45:59,"b'\xe2\x80\x9cDengan adanya UU, rakyat memiliki perlindungan yg sah utk memenuhi kebutuhan &amp; kepentingan mereka. Kemudian terkait RUU Tindak Pidana Kekerasan Seksual (TPKS), .\xe2\x80\x9d \xe2\x80\x93Puan Maharani https://t.co/2m6gccxtz2'",0,0,1508349667205353473,diongumilarr
2022-03-28 07:38:29,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508347780602818560,muhammadambia3
2022-03-28 07:38:06,"b'\xe2\x80\x9cDengan adanya UU, rakyat memiliki perlindungan yg sah utk memenuhi kebutuhan &amp; kepentingan mereka. Kemudian terkait RUU Tindak Pidana Kekerasan Seksual (TPKS), .\xe2\x80\x9d \xe2\x80\x93Puan Maharani https://t.co/6ve3nLgg8C'",0,0,1508347684175769603,Gigisiapaaja
2022-03-28 07:37:16,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508347474389643268,pututpranoto1
2022-03-28 07:32:32,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508346282993422337,brianabraar
2022-03-28 07:29:22,b'#MAHASISWAUNJUKRASA\n#KEBUTUHANPOKOK\n#HARGASEMBAKO\n\nBukan itu saja persoalan kekerasan seksual di Indonesia setiap tahunnya terus meningkat juga menjadi sorotan pendemo.\n\nhttps://t.co/xIXltBD1Qu',0,0,1508345488340566016,serambinews
2022-03-28 07:21:19,"b'Badan Legislasi DPR RI Rapat Panja Pembahasan DIM RUU tentang Tindak Pidana Kekerasan Seksual, Senin, 28 Maret 2022. #BalegDPR\n\nhttps://t.co/diQZcAGJS9'",1,0,1508343460675616770,BangZulfikarAS
2022-03-28 07:19:26,b'#Baleg #RUUTPKS Willy A. @NasDem\n #Jatim11 menutup Audiensi dari Pengurus Pusat Federasi Petugas Lapangan Keluarga Berencana (PLKB) dan Jaringan Pembela Hak Perempuan Korban Kekerasan Seksual pada pukul 13:11 WIB.',0,0,1508342986593091584,WikiDPR1
2022-03-28 07:13:30,b'#Baleg #RUUTPKS firman\n@fraksigolkar #jateng3 : kami memberikan apresiasi yg sgt luar biasa kpd JPKS yg telah menyampaikan masukannya. Karena undang-undang yg terkait dgn tindak pidana kekerasan seksual ini merupakan kebutuhan yg mendesak. Namun tentunya sikap\xe2\x80\xa6(1)',0,0,1508341492502319107,WikiDPR1
2022-03-28 07:09:32,b'@WikiDPR #Baleg #RUUTPKS firman @fraksigolkar #jateng3 : kami memberikan apresiasi yg sgt luar biasa kpd JPKS yg telah menyampaikan masukannya. Karena undang-undang yg terkait dgn tindak pidana kekerasan seksual ini merupakan kebutuhan yg mendesak. Namun tentunya sikap',0,0,1508340496644853761,hazmifordpr1
2022-03-28 06:58:47,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508337790945095687,PKSBekasi
2022-03-28 06:55:44,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508337024683868165,warnablind
2022-03-28 06:52:12,"b'@yuu694 @babehbenz @goodghan Iya bener pelecehan seksual itu gak mandang umur. Sedih banget kalo ada anak yang udah jadi korban pelecehan seksual, ini bakal jadi trauma seumur hidup lho. Teman-teman kami ada konsultasi hukum gratis untuk perempuan dan anak korban kekerasan https://t.co/1FEeOiaS2Y'",0,0,1508336133536886788,justika_id
2022-03-28 06:45:47,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508334518281064449,mynarstd
2022-03-28 06:37:52,b'#Baleg #RUUTPKS Lisda @NasDem\n#sumbar1 : untuk itu tentu harus bersabar dan kita terus berjuang bersama-sama. Dan juga untuk teman-teman Jaringan Pembela Hak Perempuan Korban Kekerasan Seksual terimakasih atas segala bentuk usulan  yg kami terima. Karena  saya jg...(1)',0,0,1508332527529828352,WikiDPR1
2022-03-28 06:35:46,"b'#Baleg #RUUTPKS JPPKK : Terkait rehabilitasi pelaku, selama ini hanya dilakukan ketika masa pidana. Sebagai contoh, ketika ada seorang bapak yang melakukan perkosaan terhadap anaknya, lalu dipenjara, dan ketika sudah selesai ia melakukan lagi kekerasan seksual.'",0,0,1508331997868879873,WikiDPR1
2022-03-28 06:33:54,b'#Baleg #RUUTPKS Willy A. @NasDem #Jatim11 menerima Audiensi dari Pengurus Pusat Federasi Petugas Lapangan Keluarga Berencana (PLKB) dan Jaringan Pembela Hak Perempuan Korban Kekerasan Seksual pada pukul 12:30 WIB. https://t.co/Likl3EeGR5',0,0,1508331528941498368,WikiDPR1
2022-03-28 06:33:17,b'#Baleg #RUUTPKS Willy A. @NasDem #Jatim11 menerima Audiensi dari Pengurus Pusat Federasi Petugas Lapangan Keluarga Berencana (PLKB) dan Jaringan Pembela Hak Perempuan Korban Kekerasan Seksual pada pukul 12:30 WIB.\n\nSimak di @WikiDPR1 https://t.co/ARgYluJz2x',0,0,1508331372364328960,WikiDPR
2022-03-28 06:29:20,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508330377915826183,DarisPutranto
2022-03-28 06:24:46,b'@WikiDPR #Baleg #RUUTPKS Lisda @NasDem  #sumbar1 : untuk itu tentu harus bersabar dan kita terus berjuang bersama-sama. Dan juga untuk teman-teman Jaringan Pembela Hak Perempuan Korban Kekerasan Seksual terimakasih atas segala bentuk usulan  yg kami terima. Karena  saya jg',0,0,1508329231256023040,hazmifordpr1
2022-03-28 06:21:47,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508328478185488390,Ohsammysammy
2022-03-28 06:20:21,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508328119576698880,fajjarnugroho
2022-03-28 06:18:29,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508327650104086528,nintanriz
2022-03-28 06:00:05,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508323016219901953,PKSPekayon
2022-03-28 05:57:54,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508322467160662022,adi_botak_
2022-03-28 05:51:12,b'Berakhirnya webinar ini diharapkan dapat mencegah terjadinya kekerasan seksual dalam ruang lingkup kampus FK Usakti',0,0,1508320782304575489,usakti_official
2022-03-28 05:51:06,"b'Acara diakhiri oleh dr.Yudhisman Imran,Sp.N dengan pembacaan SK Pembentukan Tim Pencegahan dan Penanganan Kekerasan Seksual Fakultas Kedokteran Universitas Trisakti, serta perkenalan anggota Tim oleh Dekan FK Usakti.'",0,0,1508320758699028480,usakti_official
2022-03-28 05:50:58,"b'https://t.co/uqFfGkWl0E - Departemen Forensik FK Usakti sebagai pemateri dengan judul ""Kekerasan Seksual di Perguruan Tinggi dari Aspek Etika dan Hukum"" \n4.dr. Evi Untoro, https://t.co/uqFfGkWl0E - Departemen Forensik FK Usakti sebagai Moderator'",0,0,1508320723533975556,usakti_official
2022-03-28 05:50:22,"b'Adapun pembicara dan moderator pada Kegiatan Webinar tersebut adalah:\n\n1.Yulita Priyoningsih,S.Sos - Sub Koordinator Pembelajaran Khusus, Direktorat Pembelajaran dan Kemahasiswaan, DIKTI sebagai pemateri dengan judul ""Kekerasan Seksual di Perguruan Tinggi dari Aspek'",0,0,1508320574313213956,usakti_official
2022-03-28 05:48:16,"b'Fakultas Kedokteran Universitas Trisakti telah melaksanakan Kegiatan Webinar FK Usakti dengan tema ""Mengenali Kekerasan Seksual di perguruan tinggi : Upaya Pencegahan Hingga Penanganannya"" pada hari Minggu, 27 Maret 2022 yang dilaksanakan pada pukul 10.00 \xe2\x80\x93 12.30 WIB'",0,0,1508320044375474180,usakti_official
2022-03-28 05:47:59,"b'Fakultas Kedokteran \n\nWebinar ""Mengenali Kekerasan Seksual di perguruan tinggi : Upaya Pencegahan Hingga Penanganannya"" https://t.co/JWj5TnJ1Yd'",0,0,1508319974800379907,usakti_official
2022-03-28 05:41:18,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508318289986228227,GUNTURraharjo
2022-03-28 05:30:15,b'RUU TPKS Upaya Menyeluruh Penyelasaian Kekerasan\xc2\xa0Seksual https://t.co/EZKUX3Pz2g',0,0,1508315511129612290,ScientiaID
2022-03-28 05:26:00,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508314441254772738,i_seft
2022-03-28 05:19:03,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508312689864765446,PantauJuru
2022-03-28 05:10:34,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508310556885020672,Kucinggbelangg
2022-03-28 05:08:55,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508310143628361730,ywanatmbn
2022-03-28 05:06:11,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508309455838269442,haiwhatuwrong
2022-03-28 05:04:52,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508309121690652673,nurizashf
2022-03-28 05:01:37,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508308304099147777,mvhvrdikv
2022-03-28 04:52:06,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508305911202254848,Hanniebutter__
2022-03-28 04:51:59,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508305881292627970,whydiwowo
2022-03-28 04:50:14,b'RT @mazzini_gsp: Kasus pemerkosaan Sum Kuning oleh anak pejabat di Yogyakarta masih jadi kenangan betapa bobroknya penanganan kasus kekeras\xe2\x80\xa6',0,129,1508305440924663809,mijnshf
2022-03-28 04:49:19,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508305209323229186,pristaday
2022-03-28 04:46:48,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508304575731707905,Olivianabillaa
2022-03-28 04:41:16,b'RT @detikcom: LKAAM Sumbar menggugat Nadiem ke MA. Gugatan terkait Permendikbud 30/2021 tentang Pencegahan dan Penanganan Kekerasan Seksual\xe2\x80\xa6',0,1,1508303182363258885,minosyahmadi
2022-03-28 04:36:44,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508302043794264064,censoredic
2022-03-28 04:34:27,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508301469401096192,ekoyuniarto
2022-03-28 04:33:13,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508301155943989251,fikamaya_
2022-03-28 04:32:10,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508300891837054977,Alie_Fahnoor
2022-03-28 04:32:07,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508300880751194112,weirdwire7
2022-03-28 04:31:02,b'Pembahasan Rancangan Undang-Undang Tindak Pidana Kekerasan Seksual (RUU TPKS) harus memastikan undang-undang yang dihasilkan menjamin proses hukum tindak kekerasan berjalan adil dan lancar. \n\n#RUUTPKS #kekerasanseksual #Hukum #Lampungpostid\nhttps://t.co/8a5kbszups',0,0,1508300607236423682,lampungpostid
2022-03-28 04:23:00,"b""RT @sbp_indonesia: Yuk simak kisah Ibu An'an Yuliati, seorang perempuan peacebuilder yang bekerja untuk pendampingan korban kekerasan seksu\xe2\x80\xa6""",0,1,1508298587901685760,IMuallifa
2022-03-28 04:20:03,b'LKAAM Sumbar menggugat Nadiem ke MA. Gugatan terkait Permendikbud 30/2021 tentang Pencegahan dan Penanganan Kekerasan Seksual di Lingkungan Perguruan Tinggi. https://t.co/SLHWEbQvH2',1,1,1508297845207617538,detikcom
2022-03-28 04:17:54,"b'RT @hopehelps_unair: \xe3\x85\xa4\n\xf0\x9f\x93\xa2 OPEN RECRUITMENT INTERNSHIP HOPEHELPS UNAIR \xf0\x9f\x93\xa2\n\nHalo, teman-teman semua! Ada nggak nih di sini yang penasaran denga\xe2\x80\xa6'",0,12,1508297304817602561,Minicochoz
2022-03-28 04:13:09,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508296108925386754,mieeyamin
2022-03-28 04:11:43,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508295748013633544,ekbywn
2022-03-28 04:09:50,b'UU TPKS Diminta Jamin Keadilan Proses Hukum Kekerasan Seksual\n\nSelengkapnya Klik Tautan Berikut ini\n#Jakarta #UUTPKS #Kekerasan #Seksual \n\nhttps://t.co/k7BKOgSRPn',0,0,1508295273801723904,murianewscom
2022-03-28 04:03:20,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508293636533809153,wahyudinmunawir
2022-03-28 04:01:46,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508293242953306116,LuciferInChaos
2022-03-28 03:59:49,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508292750805897218,allredotcom
2022-03-28 03:58:23,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508292392767868930,AtmokoWa
2022-03-28 03:55:32,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508291672299347975,akhmad1774
2022-03-28 03:52:17,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508290856092004358,fajriramadhan13
2022-03-28 03:50:51,b'RT @mufidayati_id: Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI h\xe2\x80\xa6',0,13,1508290496635936773,tnozpgc
2022-03-28 03:47:26,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508289634500968453,KSUC
2022-03-28 03:42:35,b'Sikap Fraksi PKS terhadap RUU tentang Tindak Pidana Kekerasan Seksual.\nFull video: https://t.co/LREwnbSiQv\n\n@FPKSDPRRI https://t.co/U4lqUp9iiy',31,13,1508288415334211587,mufidayati_id
2022-03-28 03:40:30,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508287890157355008,afrl__
2022-03-28 03:36:16,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508286825680760832,brownsugarlyfe
2022-03-28 03:33:55,"b""Yuk simak kisah Ibu An'an Yuliati, seorang perempuan peacebuilder yang bekerja untuk pendampingan korban kekerasan seksual di Kabupaten Tasikmalaya dalam video ini! \xf0\x9f\x91\x87\n\nhttps://t.co/fzIqnhlMNx""",1,1,1508286235307290624,sbp_indonesia
2022-03-28 03:23:36,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508283637179228161,Dararendah
2022-03-28 03:22:35,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508283381096022021,lophhhly
2022-03-28 03:21:04,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508282998424502277,moonmallown
2022-03-28 03:20:44,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508282914781351938,_unsxxnx
2022-03-28 03:16:27,b'Hari ke-26\nFilm yg menurutmu bermasalah: Penyalin Cahaya. Film ttg kekerasan seksual ditulis oleh pelaku kekerasan seksual. \n#BulanFilmNasional\n#30HariFilmIndonesia',0,0,1508281839496359937,shortensleep
2022-03-28 03:06:16,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508279277565128711,tangkikopi
2022-03-28 03:05:30,"b'\xe2\x80\x9cDengan adanya UU, rakyat memiliki perlindungan yg sah utk memenuhi kebutuhan &amp; kepentingan mereka. Kemudian terkait RUU Tindak Pidana Kekerasan Seksual (TPKS), .\xe2\x80\x9d \xe2\x80\x93Puan Maharani https://t.co/FTYhKk0C1l'",0,0,1508279083032989696,gibranleklok
2022-03-28 03:03:31,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508278584099565571,rihan_pratama19
2022-03-28 02:52:33,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508275823773552642,bellagec
2022-03-28 02:52:23,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508275783093354497,virariany
2022-03-28 02:51:47,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508275632740106242,R_dinata
2022-03-28 02:51:19,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508275514020331525,setiono_andrew
2022-03-28 02:47:02,b'RT @lyndaibrahim: Pak Ribut diributin. Pendidikan seksual di sekolah dilarang krn dgn bodohnya dikira ngajarin teknik hubungan seks.\n\nSalah\xe2\x80\xa6',0,1101,1508274436453019651,appelooni
